scope,group,system,metric,value
category,ambiguity,litspace_rag,paper_recall_at_5_ci95,
category,ambiguity,litspace_rag,section_hit_at_5_mean,
category,ambiguity,litspace_rag,section_hit_at_5_std,
category,ambiguity,litspace_rag,section_hit_at_5_ci95,
category,ambiguity,litspace_rag,section_recall_at_5_mean,
category,ambiguity,litspace_rag,section_recall_at_5_std,
category,ambiguity,litspace_rag,section_recall_at_5_ci95,
category,ambiguity,litspace_rag,paper_mrr_at_5_mean,
category,ambiguity,litspace_rag,paper_mrr_at_5_std,
category,ambiguity,litspace_rag,paper_mrr_at_5_ci95,
category,ambiguity,litspace_rag,clarification_accuracy_mean,0.4
category,ambiguity,litspace_rag,clarification_accuracy_std,0.5477225575051661
category,ambiguity,litspace_rag,clarification_accuracy_ci95,0.4800999895855028
category,ambiguity,litspace_rag,refusal_accuracy_mean,
category,ambiguity,litspace_rag,refusal_accuracy_std,
category,ambiguity,litspace_rag,refusal_accuracy_ci95,
category,ambiguity,litspace_rag,answered_rate,0.2
category,ambiguity,litspace_rag,clarified_rate,0.4
category,ambiguity,litspace_rag,refused_rate,0.4
category,ambiguity,litspace_rag,over_clarification_rate,
category,ambiguity,litspace_rag,over_refusal_rate,0.4
category,ambiguity,litspace_rag,avg_latency_sec,0.5204759999999999
category,ambiguity,litspace_rag,latency_std,1.1578937808108738
category,ambiguity,litspace_rag,latency_ci95,1.0149386482100033
category,ambiguity,litspace_rag,avg_input_tokens,3017.0
category,ambiguity,litspace_rag,avg_output_tokens,296.0
category,ambiguity,litspace_rag,avg_cost_usd,0.00359475
category,ambiguity,zero_shot,correctness_mean,1.8
category,ambiguity,zero_shot,correctness_std,0.4472135954999579
category,ambiguity,zero_shot,correctness_ci95,0.39199999999999996
category,ambiguity,zero_shot,completeness_mean,1.6
category,ambiguity,zero_shot,completeness_std,0.5477225575051661
category,ambiguity,zero_shot,completeness_ci95,0.4800999895855028
category,ambiguity,zero_shot,relevance_mean,2.0
category,ambiguity,zero_shot,relevance_std,0.0
category,ambiguity,zero_shot,relevance_ci95,0.0
category,ambiguity,zero_shot,helpfulness_mean,1.8
category,ambiguity,zero_shot,helpfulness_std,0.4472135954999579
category,ambiguity,zero_shot,helpfulness_ci95,0.39199999999999996
category,ambiguity,zero_shot,faithfulness_mean,
category,ambiguity,zero_shot,faithfulness_std,
category,ambiguity,zero_shot,faithfulness_ci95,
category,ambiguity,zero_shot,followup_success_mean,
category,ambiguity,zero_shot,followup_success_std,
category,ambiguity,zero_shot,followup_success_ci95,
category,ambiguity,zero_shot,clarification_accuracy_mean,0.8
category,ambiguity,zero_shot,clarification_accuracy_std,0.4472135954999579
category,ambiguity,zero_shot,clarification_accuracy_ci95,0.39199999999999996
category,ambiguity,zero_shot,refusal_accuracy_mean,
category,ambiguity,zero_shot,refusal_accuracy_std,
category,ambiguity,zero_shot,refusal_accuracy_ci95,
category,ambiguity,zero_shot,answered_rate,0.2
category,ambiguity,zero_shot,clarified_rate,0.8
category,ambiguity,zero_shot,refused_rate,0.0
category,ambiguity,zero_shot,over_clarification_rate,
category,ambiguity,zero_shot,over_refusal_rate,0.0
category,ambiguity,zero_shot,avg_latency_sec,1.6683628
category,ambiguity,zero_shot,latency_std,0.4398459672444435
category,ambiguity,zero_shot,latency_ci95,0.38554198909598686
category,ambiguity,zero_shot,avg_input_tokens,112.4
category,ambiguity,zero_shot,avg_output_tokens,49.8
category,ambiguity,zero_shot,avg_cost_usd,0.0003084
category,ambiguity,summary_few_shot,correctness_mean,1.6
category,ambiguity,summary_few_shot,correctness_std,0.5477225575051661
category,ambiguity,summary_few_shot,correctness_ci95,0.4800999895855028
category,ambiguity,summary_few_shot,completeness_mean,1.4
category,ambiguity,summary_few_shot,completeness_std,0.5477225575051661
category,ambiguity,summary_few_shot,completeness_ci95,0.4800999895855028
category,ambiguity,summary_few_shot,relevance_mean,2.0
category,ambiguity,summary_few_shot,relevance_std,0.0
category,ambiguity,summary_few_shot,relevance_ci95,0.0
category,ambiguity,summary_few_shot,helpfulness_mean,1.4
category,ambiguity,summary_few_shot,helpfulness_std,0.5477225575051661
category,ambiguity,summary_few_shot,helpfulness_ci95,0.4800999895855028
category,ambiguity,summary_few_shot,faithfulness_mean,2.0
category,ambiguity,summary_few_shot,faithfulness_std,0.0
category,ambiguity,summary_few_shot,faithfulness_ci95,0.0
category,ambiguity,summary_few_shot,followup_success_mean,
category,ambiguity,summary_few_shot,followup_success_std,
category,ambiguity,summary_few_shot,followup_success_ci95,
category,ambiguity,summary_few_shot,clarification_accuracy_mean,0.8
category,ambiguity,summary_few_shot,clarification_accuracy_std,0.4472135954999579
category,ambiguity,summary_few_shot,clarification_accuracy_ci95,0.39199999999999996
category,ambiguity,summary_few_shot,refusal_accuracy_mean,
category,ambiguity,summary_few_shot,refusal_accuracy_std,
category,ambiguity,summary_few_shot,refusal_accuracy_ci95,
category,ambiguity,summary_few_shot,answered_rate,0.2
category,ambiguity,summary_few_shot,clarified_rate,0.8
category,ambiguity,summary_few_shot,refused_rate,0.0
category,ambiguity,summary_few_shot,over_clarification_rate,
category,ambiguity,summary_few_shot,over_refusal_rate,0.0
category,ambiguity,summary_few_shot,avg_latency_sec,1.8180830000000001
category,ambiguity,summary_few_shot,latency_std,0.2637297756274404
category,ambiguity,summary_few_shot,latency_ci95,0.23116934074953976
category,ambiguity,summary_few_shot,avg_input_tokens,472.4
category,ambiguity,summary_few_shot,avg_output_tokens,28.0
category,ambiguity,summary_few_shot,avg_cost_usd,0.0004803
category,evidence_lookup,litspace_rag,correctness_mean,1.5714285714285714
category,evidence_lookup,litspace_rag,correctness_std,0.5345224838248488
category,evidence_lookup,litspace_rag,correctness_ci95,0.3959797974644666
category,evidence_lookup,litspace_rag,completeness_mean,1.5714285714285714
category,evidence_lookup,litspace_rag,completeness_std,0.5345224838248488
category,evidence_lookup,litspace_rag,completeness_ci95,0.3959797974644666
category,evidence_lookup,litspace_rag,relevance_mean,2.0
category,evidence_lookup,litspace_rag,relevance_std,0.0
category,evidence_lookup,litspace_rag,relevance_ci95,0.0
category,evidence_lookup,litspace_rag,helpfulness_mean,1.5714285714285714
category,evidence_lookup,litspace_rag,helpfulness_std,0.5345224838248488
category,evidence_lookup,litspace_rag,helpfulness_ci95,0.3959797974644666
category,evidence_lookup,litspace_rag,faithfulness_mean,1.4285714285714286
category,evidence_lookup,litspace_rag,faithfulness_std,0.5345224838248488
category,evidence_lookup,litspace_rag,faithfulness_ci95,0.3959797974644666
category,evidence_lookup,litspace_rag,followup_success_mean,
category,evidence_lookup,litspace_rag,followup_success_std,
category,evidence_lookup,litspace_rag,followup_success_ci95,
category,evidence_lookup,litspace_rag,paper_hit_at_5_mean,0.8571428571428571
category,evidence_lookup,litspace_rag,paper_hit_at_5_std,0.37796447300922725
category,evidence_lookup,litspace_rag,paper_hit_at_5_ci95,0.27999999999999997
category,evidence_lookup,litspace_rag,paper_recall_at_5_mean,0.7857142857142857
category,evidence_lookup,litspace_rag,paper_recall_at_5_std,0.3933978962347216
category,evidence_lookup,litspace_rag,paper_recall_at_5_ci95,0.2914332399252586
category,evidence_lookup,litspace_rag,section_hit_at_5_mean,0.7142857142857143
category,evidence_lookup,litspace_rag,section_hit_at_5_std,0.4879500364742666
category,evidence_lookup,litspace_rag,section_hit_at_5_ci95,0.3614784456460256
category,evidence_lookup,litspace_rag,section_recall_at_5_mean,0.369047619047619
category,evidence_lookup,litspace_rag,section_recall_at_5_std,0.30374644814697793
category,evidence_lookup,litspace_rag,section_recall_at_5_ci95,0.22501851775650225
category,evidence_lookup,litspace_rag,paper_mrr_at_5_mean,0.8571428571428571
category,evidence_lookup,litspace_rag,paper_mrr_at_5_std,0.37796447300922725
category,evidence_lookup,litspace_rag,paper_mrr_at_5_ci95,0.27999999999999997
category,evidence_lookup,litspace_rag,clarification_accuracy_mean,
category,evidence_lookup,litspace_rag,clarification_accuracy_std,
category,evidence_lookup,litspace_rag,clarification_accuracy_ci95,
category,evidence_lookup,litspace_rag,refusal_accuracy_mean,
category,evidence_lookup,litspace_rag,refusal_accuracy_std,
category,evidence_lookup,litspace_rag,refusal_accuracy_ci95,
category,evidence_lookup,litspace_rag,answered_rate,1.0
category,evidence_lookup,litspace_rag,clarified_rate,0.0
category,evidence_lookup,litspace_rag,refused_rate,0.0
category,evidence_lookup,litspace_rag,over_clarification_rate,0.0
category,evidence_lookup,litspace_rag,over_refusal_rate,0.0
category,evidence_lookup,litspace_rag,avg_latency_sec,1.8654312857142856
category,evidence_lookup,litspace_rag,latency_std,0.5079681551871515
category,evidence_lookup,litspace_rag,latency_ci95,0.37630807551833095
category,evidence_lookup,litspace_rag,avg_input_tokens,4198.142857142857
category,evidence_lookup,litspace_rag,avg_output_tokens,136.14285714285714
category,evidence_lookup,litspace_rag,avg_cost_usd,0.0037612500000000003
category,evidence_lookup,zero_shot,correctness_mean,0.14285714285714285
category,evidence_lookup,zero_shot,correctness_std,0.37796447300922725
category,evidence_lookup,zero_shot,correctness_ci95,0.27999999999999997
category,evidence_lookup,zero_shot,completeness_mean,0.0
category,evidence_lookup,zero_shot,completeness_std,0.0
category,evidence_lookup,zero_shot,completeness_ci95,0.0
category,evidence_lookup,zero_shot,relevance_mean,1.1428571428571428
category,evidence_lookup,zero_shot,relevance_std,0.37796447300922725
category,evidence_lookup,zero_shot,relevance_ci95,0.27999999999999997
category,evidence_lookup,zero_shot,helpfulness_mean,0.0
category,evidence_lookup,zero_shot,helpfulness_std,0.0
category,evidence_lookup,zero_shot,helpfulness_ci95,0.0
category,evidence_lookup,zero_shot,faithfulness_mean,
category,evidence_lookup,zero_shot,faithfulness_std,
category,evidence_lookup,zero_shot,faithfulness_ci95,
category,evidence_lookup,zero_shot,followup_success_mean,
category,evidence_lookup,zero_shot,followup_success_std,
category,evidence_lookup,zero_shot,followup_success_ci95,
category,evidence_lookup,zero_shot,clarification_accuracy_mean,
category,evidence_lookup,zero_shot,clarification_accuracy_std,
category,evidence_lookup,zero_shot,clarification_accuracy_ci95,
category,evidence_lookup,zero_shot,refusal_accuracy_mean,
category,evidence_lookup,zero_shot,refusal_accuracy_std,
category,evidence_lookup,zero_shot,refusal_accuracy_ci95,
category,evidence_lookup,zero_shot,answered_rate,0.8571428571428571
category,evidence_lookup,zero_shot,clarified_rate,0.14285714285714285
category,evidence_lookup,zero_shot,refused_rate,0.0
category,evidence_lookup,zero_shot,over_clarification_rate,0.14285714285714285
category,evidence_lookup,zero_shot,over_refusal_rate,0.0
category,evidence_lookup,zero_shot,avg_latency_sec,1.6967427142857143
category,evidence_lookup,zero_shot,latency_std,0.29819409843574163
category,evidence_lookup,zero_shot,latency_ci95,0.22090527952866434
category,evidence_lookup,zero_shot,avg_input_tokens,121.0
category,evidence_lookup,zero_shot,avg_output_tokens,67.42857142857143
category,evidence_lookup,zero_shot,avg_cost_usd,0.0003941785714285714
category,evidence_lookup,summary_few_shot,correctness_mean,0.5714285714285714
category,evidence_lookup,summary_few_shot,correctness_std,0.9759000729485332
category,evidence_lookup,summary_few_shot,correctness_ci95,0.7229568912920512
category,evidence_lookup,summary_few_shot,completeness_mean,0.5714285714285714
category,evidence_lookup,summary_few_shot,completeness_std,0.9759000729485332
category,evidence_lookup,summary_few_shot,completeness_ci95,0.7229568912920512
category,evidence_lookup,summary_few_shot,relevance_mean,1.4285714285714286
category,evidence_lookup,summary_few_shot,relevance_std,0.5345224838248488
category,evidence_lookup,summary_few_shot,relevance_ci95,0.3959797974644666
category,evidence_lookup,summary_few_shot,helpfulness_mean,0.5714285714285714
category,evidence_lookup,summary_few_shot,helpfulness_std,0.9759000729485332
category,evidence_lookup,summary_few_shot,helpfulness_ci95,0.7229568912920512
category,evidence_lookup,summary_few_shot,faithfulness_mean,1.8571428571428572
category,evidence_lookup,summary_few_shot,faithfulness_std,0.37796447300922725
category,evidence_lookup,summary_few_shot,faithfulness_ci95,0.27999999999999997
category,evidence_lookup,summary_few_shot,followup_success_mean,
category,evidence_lookup,summary_few_shot,followup_success_std,
category,evidence_lookup,summary_few_shot,followup_success_ci95,
category,evidence_lookup,summary_few_shot,clarification_accuracy_mean,
category,evidence_lookup,summary_few_shot,clarification_accuracy_std,
category,evidence_lookup,summary_few_shot,clarification_accuracy_ci95,
category,evidence_lookup,summary_few_shot,refusal_accuracy_mean,
category,evidence_lookup,summary_few_shot,refusal_accuracy_std,
category,evidence_lookup,summary_few_shot,refusal_accuracy_ci95,
category,evidence_lookup,summary_few_shot,answered_rate,1.0
category,evidence_lookup,summary_few_shot,clarified_rate,0.0
category,evidence_lookup,summary_few_shot,refused_rate,0.0
category,evidence_lookup,summary_few_shot,over_clarification_rate,0.0
category,evidence_lookup,summary_few_shot,over_refusal_rate,0.0
category,evidence_lookup,summary_few_shot,avg_latency_sec,1.4129297142857142
category,evidence_lookup,summary_few_shot,latency_std,0.17696472131446075
category,evidence_lookup,summary_few_shot,latency_ci95,0.13109730016037602
category,evidence_lookup,summary_few_shot,avg_input_tokens,489.85714285714283
category,evidence_lookup,summary_few_shot,avg_output_tokens,49.142857142857146
category,evidence_lookup,summary_few_shot,avg_cost_usd,0.0005885357142857143
category,followup,litspace_rag,correctness_mean,2.0
category,followup,litspace_rag,correctness_std,0.0
category,followup,litspace_rag,correctness_ci95,0.0
category,followup,litspace_rag,completeness_mean,1.8571428571428572
category,followup,litspace_rag,completeness_std,0.37796447300922725
category,followup,litspace_rag,completeness_ci95,0.27999999999999997
category,followup,litspace_rag,relevance_mean,2.0
category,followup,litspace_rag,relevance_std,0.0
category,followup,litspace_rag,relevance_ci95,0.0
category,followup,litspace_rag,helpfulness_mean,2.0
category,followup,litspace_rag,helpfulness_std,0.0
category,followup,litspace_rag,helpfulness_ci95,0.0
category,followup,litspace_rag,faithfulness_mean,1.1428571428571428
category,followup,litspace_rag,faithfulness_std,0.37796447300922725
category,followup,litspace_rag,faithfulness_ci95,0.27999999999999997
category,followup,litspace_rag,followup_success_mean,1.8571428571428572
category,followup,litspace_rag,followup_success_std,0.37796447300922725
category,followup,litspace_rag,followup_success_ci95,0.27999999999999997
category,followup,litspace_rag,paper_hit_at_5_mean,1.0
category,followup,litspace_rag,paper_hit_at_5_std,0.0
category,followup,litspace_rag,paper_hit_at_5_ci95,0.0
category,followup,litspace_rag,paper_recall_at_5_mean,0.9285714285714286
category,followup,litspace_rag,paper_recall_at_5_std,0.18898223650461363
category,followup,litspace_rag,paper_recall_at_5_ci95,0.13999999999999999
category,followup,litspace_rag,section_hit_at_5_mean,0.7142857142857143
category,followup,litspace_rag,section_hit_at_5_std,0.4879500364742666
category,followup,litspace_rag,section_hit_at_5_ci95,0.3614784456460256
category,followup,litspace_rag,section_recall_at_5_mean,0.369047619047619
category,followup,litspace_rag,section_recall_at_5_std,0.3595816204965735
category,followup,litspace_rag,section_recall_at_5_ci95,0.266381792281791
category,followup,litspace_rag,paper_mrr_at_5_mean,0.8857142857142857
category,followup,litspace_rag,paper_mrr_at_5_std,0.30237157840738177
category,followup,litspace_rag,paper_mrr_at_5_ci95,0.22399999999999998
category,followup,litspace_rag,clarification_accuracy_mean,
category,followup,litspace_rag,clarification_accuracy_std,
category,followup,litspace_rag,clarification_accuracy_ci95,
category,followup,litspace_rag,refusal_accuracy_mean,
category,followup,litspace_rag,refusal_accuracy_std,
category,followup,litspace_rag,refusal_accuracy_ci95,
category,followup,litspace_rag,answered_rate,1.0
category,followup,litspace_rag,clarified_rate,0.0
category,followup,litspace_rag,refused_rate,0.0
category,followup,litspace_rag,over_clarification_rate,0.0
category,followup,litspace_rag,over_refusal_rate,0.0
category,followup,litspace_rag,avg_latency_sec,5.154430142857143
category,followup,litspace_rag,latency_std,1.5589982117183916
category,followup,litspace_rag,latency_ci95,1.1549220375283602
category,followup,litspace_rag,avg_input_tokens,7822.857142857143
category,followup,litspace_rag,avg_output_tokens,473.85714285714283
category,followup,litspace_rag,avg_cost_usd,0.0079995
category,followup,zero_shot,correctness_mean,0.0
category,followup,zero_shot,correctness_std,0.0
category,followup,zero_shot,correctness_ci95,0.0
category,followup,zero_shot,completeness_mean,0.0
category,followup,zero_shot,completeness_std,0.0
category,followup,zero_shot,completeness_ci95,0.0
category,followup,zero_shot,relevance_mean,1.0
category,followup,zero_shot,relevance_std,0.0
category,followup,zero_shot,relevance_ci95,0.0
category,followup,zero_shot,helpfulness_mean,0.0
category,followup,zero_shot,helpfulness_std,0.0
category,followup,zero_shot,helpfulness_ci95,0.0
category,followup,zero_shot,faithfulness_mean,
category,followup,zero_shot,faithfulness_std,
category,followup,zero_shot,faithfulness_ci95,
category,followup,zero_shot,followup_success_mean,0.0
category,followup,zero_shot,followup_success_std,0.0
category,followup,zero_shot,followup_success_ci95,0.0
category,followup,zero_shot,clarification_accuracy_mean,
category,followup,zero_shot,clarification_accuracy_std,
category,followup,zero_shot,clarification_accuracy_ci95,
category,followup,zero_shot,refusal_accuracy_mean,
category,followup,zero_shot,refusal_accuracy_std,
category,followup,zero_shot,refusal_accuracy_ci95,
category,followup,zero_shot,answered_rate,0.7142857142857143
category,followup,zero_shot,clarified_rate,0.2857142857142857
category,followup,zero_shot,refused_rate,0.0
category,followup,zero_shot,over_clarification_rate,0.2857142857142857
category,followup,zero_shot,over_refusal_rate,0.0
category,followup,zero_shot,avg_latency_sec,3.1655735714285713
category,followup,zero_shot,latency_std,0.6770066650604597
category,followup,zero_shot,latency_ci95,0.5015335560712897
category,followup,zero_shot,avg_input_tokens,320.2857142857143
category,followup,zero_shot,avg_output_tokens,130.71428571428572
category,followup,zero_shot,avg_cost_usd,0.0008284285714285714
category,followup,summary_few_shot,correctness_mean,1.1428571428571428
category,followup,summary_few_shot,correctness_std,0.8997354108424374
category,followup,summary_few_shot,correctness_ci95,0.6665333199973326
category,followup,summary_few_shot,completeness_mean,0.8571428571428571
category,followup,summary_few_shot,completeness_std,0.8997354108424374
category,followup,summary_few_shot,completeness_ci95,0.6665333199973326
category,followup,summary_few_shot,relevance_mean,1.7142857142857142
category,followup,summary_few_shot,relevance_std,0.7559289460184545
category,followup,summary_few_shot,relevance_ci95,0.5599999999999999
category,followup,summary_few_shot,helpfulness_mean,1.1428571428571428
category,followup,summary_few_shot,helpfulness_std,0.8997354108424374
category,followup,summary_few_shot,helpfulness_ci95,0.6665333199973326
category,followup,summary_few_shot,faithfulness_mean,1.8571428571428572
category,followup,summary_few_shot,faithfulness_std,0.37796447300922725
category,followup,summary_few_shot,faithfulness_ci95,0.27999999999999997
category,followup,summary_few_shot,followup_success_mean,1.7142857142857142
category,followup,summary_few_shot,followup_success_std,0.7559289460184545
category,followup,summary_few_shot,followup_success_ci95,0.5599999999999999
category,followup,summary_few_shot,clarification_accuracy_mean,
category,followup,summary_few_shot,clarification_accuracy_std,
category,followup,summary_few_shot,clarification_accuracy_ci95,
category,followup,summary_few_shot,refusal_accuracy_mean,
category,followup,summary_few_shot,refusal_accuracy_std,
category,followup,summary_few_shot,refusal_accuracy_ci95,
category,followup,summary_few_shot,answered_rate,0.8571428571428571
category,followup,summary_few_shot,clarified_rate,0.14285714285714285
category,followup,summary_few_shot,refused_rate,0.0
